ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting
nba.p.4892,Klay,Thompson,SG,GS,MIA,MIA@GS,10:00PM EST,10,0.0,INJ," "
nba.p.5069,Draymond,Green,PF,GS,MIA,MIA@GS,10:00PM EST,30,33.9," "," "
nba.p.5154,Otto,Porter Jr.,PF,GS,MIA,MIA@GS,10:00PM EST,17,20.1," "," "
nba.p.5292,Andrew,Wiggins,SF,GS,MIA,MIA@GS,10:00PM EST,23,29.9," "," "
nba.p.5490,Kevon,Looney,C,GS,MIA,MIA@GS,10:00PM EST,10,18.6," "," "
nba.p.5733,Damion,Lee,SG,GS,MIA,MIA@GS,10:00PM EST,10,14.6," "," "
nba.p.5739,Gary,Payton II,PG,GS,MIA,MIA@GS,10:00PM EST,11,16.8," "," "
nba.p.6119,Chris,Chiozza,PG,GS,MIA,MIA@GS,10:00PM EST,10,7.1," "," "
nba.p.6216,Jordan,Poole,SG,GS,MIA,MIA@GS,10:00PM EST,19,27.8," "," "
nba.p.6237,Quinndary,Weatherspoon,SG,GS,MIA,MIA@GS,10:00PM EST,10,12.2," "," "
nba.p.6329,Juan,Toscano-Anderson,PF,GS,MIA,MIA@GS,10:00PM EST,10,14.0," "," "
nba.p.6356,James,Wiseman,C,GS,MIA,MIA@GS,10:00PM EST,10,21.5,INJ," "
nba.p.6549,Jonathan,Kuminga,SF,GS,MIA,MIA@GS,10:00PM EST,10,7.7," "," "
nba.p.6556,Moses,Moody,SF,GS,MIA,MIA@GS,10:00PM EST,10,4.2," "," "
nba.p.6636,Jeff,Dowtin,PG,GS,MIA,MIA@GS,10:00PM EST,10,5.2," "," "
nba.p.6243,Kyle,Guy,PG,MIA,GS,MIA@GS,10:00PM EST,11,26.6," "," "
nba.p.6286,Aric,Holman,PF,MIA,GS,MIA@GS,10:00PM EST,10,0.0," "," "
nba.p.6155,Haywood,Highsmith,SG,MIA,GS,MIA@GS,10:00PM EST,10,6.9," "," "
nba.p.4496,Mario,Chalmers,SG,MIA,GS,MIA@GS,10:00PM EST,10,0.0," "," "
nba.p.5319,Nik,Stauskas,SF,MIA,GS,MIA@GS,10:00PM EST,10,8.0," "," "
nba.p.6258,Chris,Silva,C,MIA,GS,MIA@GS,10:00PM EST,10,7.7," "," "
nba.p.4724,Gordon,Hayward,SF,CHA,WAS,CHA@WAS,7:00PM EST,23,30.5," "," "
nba.p.4800,Ish,Smith,PG,CHA,WAS,CHA@WAS,7:00PM EST,10,12.5," "," "
nba.p.5192,Mason,Plumlee,C,CHA,WAS,CHA@WAS,7:00PM EST,20,23.7," "," "
nba.p.5475,Kelly,Oubre Jr.,SF,CHA,WAS,CHA@WAS,7:00PM EST,24,26.4," "," "
nba.p.5476,Terry,Rozier,SG,CHA,WAS,CHA@WAS,7:00PM EST,26,30.4," "," "
